Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51185081,07/13/2021 12:02:27 AM,07/13/2021 01:05:32 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10304.0,31 ROOSEVELT STREET,ROOSEVELT STREET,RICHMOND ROAD,BALTIC AVENUE,RICHMOND ROAD,BALTIC AVENUE,,STATEN ISLAND,ROOSEVELT STREET,,Closed,,The Police Department issued a summons in response to the complaint.,07/13/2021 05:05:38 AM,02 STATEN ISLAND,5031670001.0,STATEN ISLAND,958710.0,160036.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.60590138211569,-74.09197897765196,"(40.60590138211569, -74.09197897765196)"
51186081,07/13/2021 12:04:06 AM,07/13/2021 12:46:35 AM,NYPD,New York City Police Department,Illegal Fireworks,,Highway,,,,,,,,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2021 04:46:37 AM,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,Belt Pkwy,West/Staten Island Bound,Roadway,Verrazzano-Narrows Br (I-278) (Exit 3) - 4 Ave Ft Hamilton Pkwy (Exit 2),,,
51180544,07/13/2021 12:04:22 AM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11357.0,22-12 MURRAY STREET,MURRAY STREET,22 AVENUE,23 AVENUE,22 AVENUE,23 AVENUE,,WHITESTONE,MURRAY STREET,,In Progress,,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",07/21/2021 06:27:17 PM,07 QUEENS,4046920035.0,QUEENS,1036211.0,222955.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.77848351215111,-73.81238413478377,"(40.778483512151105, -73.81238413478377)"
51186829,07/13/2021 12:04:52 AM,07/13/2021 01:14:09 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032.0,540 WEST  165 STREET,WEST  165 STREET,DIORIS VALLADARES WAY,DR BETTY SHABAZZ WAY,DIORIS VALLADARES WAY,DR BETTY SHABAZZ WAY,,NEW YORK,WEST  165 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2021 05:14:18 AM,12 MANHATTAN,1021220084.0,MANHATTAN,1000795.0,244839.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.83868626300316,-73.94020686026548,"(40.83868626300316, -73.94020686026548)"
51180218,07/13/2021 12:04:54 AM,07/13/2021 01:15:30 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11103.0,25-59 STEINWAY STREET,STEINWAY STREET,25 AVENUE,28 AVENUE,25 AVENUE,28 AVENUE,,ASTORIA,STEINWAY STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2021 05:15:33 AM,01 QUEENS,4006840022.0,QUEENS,1008622.0,218924.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.76753860723238,-73.91201440142541,"(40.76753860723238, -73.91201440142541)"
51198881,07/13/2021 12:05:00 AM,07/13/2021 01:20:00 AM,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,11385.0,60-65 CATALPA AVENUE,CATALPA AVENUE,60 LN,FRESH POND RD,,,ADDRESS,Ridgewood,,,Closed,,The Department of Environmental Protection investigated this complaint and determined that no further action is required.,07/13/2021 01:20:00 AM,05 QUEENS,4035340045.0,QUEENS,1012831.0,195643.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70362544804962,-73.89691836560168,"(40.70362544804962, -73.89691836560168)"
51189841,07/13/2021 12:05:02 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,11222.0,MCCARREN PARK,MCCARREN PARK,BAYARD STREET,DRIGGS AVENUE,BAYARD STREET,DRIGGS AVENUE,,BROOKLYN,MCCARREN PARK,,In Progress,,,,01 BROOKLYN,3026960001.0,BROOKLYN,997610.0,201904.0,ONLINE,McCarren Park,BROOKLYN,,,,,,,,40.72084647199604,-73.95180272776703,"(40.72084647199604, -73.95180272776703)"
51187804,07/13/2021 12:05:14 AM,07/13/2021 03:11:51 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355.0,132-59 POPLE AVENUE,POPLE AVENUE,COLLEGE POINT BOULEVARD,SAULL STREET,COLLEGE POINT BOULEVARD,SAULL STREET,,FLUSHING,POPLE AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,07/13/2021 07:11:57 AM,07 QUEENS,4051020038.0,QUEENS,1031013.0,213852.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75352720795527,-73.83121586373353,"(40.753527207955266, -73.83121586373353)"
51182283,07/13/2021 12:05:34 AM,07/13/2021 01:46:38 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11417.0,104-19 107 STREET,107 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,,OZONE PARK,107 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2021 05:46:44 AM,10 QUEENS,4095300071.0,QUEENS,1030171.0,188152.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.682991425666096,-73.8344302594388,"(40.682991425666096, -73.8344302594388)"
51184318,07/13/2021 12:06:06 AM,07/13/2021 03:37:31 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11355.0,143-45 SANFORD AVENUE,SANFORD AVENUE,BOWNE STREET,PARSONS BOULEVARD,BOWNE STREET,PARSONS BOULEVARD,,FLUSHING,SANFORD AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2021 07:37:38 AM,07 QUEENS,4050490038.0,QUEENS,1033562.0,215674.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75851427543373,-73.8220022867695,"(40.75851427543373, -73.8220022867695)"
51187079,07/13/2021 12:06:41 AM,07/13/2021 12:34:15 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208.0,121 ESSEX STREET,ESSEX STREET,RIDGEWOOD AVENUE,ARLINGTON AVENUE,RIDGEWOOD AVENUE,ARLINGTON AVENUE,,BROOKLYN,ESSEX STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2021 04:34:17 AM,05 BROOKLYN,3039280004.0,BROOKLYN,1016653.0,187657.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68169257301852,-73.88317218253697,"(40.681692573018516, -73.88317218253697)"
51186122,07/13/2021 12:06:46 AM,07/13/2021 01:27:16 AM,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11417.0,103-21 96 STREET,96 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,,OZONE PARK,96 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/13/2021 05:27:23 AM,10 QUEENS,4091190058.0,QUEENS,1027572.0,187774.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68196700530606,-73.8438034528237,"(40.68196700530606, -73.8438034528237)"
51189113,07/13/2021 12:06:52 AM,07/13/2021 12:49:30 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208.0,184 ETNA STREET,ETNA STREET,RICHMOND STREET,CHESTNUT STREET,RICHMOND STREET,CHESTNUT STREET,,BROOKLYN,ETNA STREET,,Closed,,The Police Department issued a summons in response to the complaint.,07/13/2021 04:49:32 AM,05 BROOKLYN,3041150026.0,BROOKLYN,1018413.0,189241.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68603366963854,-73.87681854478991,"(40.68603366963854, -73.87681854478991)"
51185509,07/13/2021 12:07:13 AM,07/13/2021 12:49:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002.0,50 PITT STREET,PITT STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,,NEW YORK,PITT STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2021 04:49:57 AM,03 MANHATTAN,1003380001.0,MANHATTAN,989043.0,200812.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.717857984597394,-73.9827096439009,"(40.717857984597394, -73.9827096439009)"
51183855,07/13/2021 12:07:29 AM,07/13/2021 12:59:30 AM,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",07/13/2021 12:59:30 AM,Unspecified MANHATTAN,,MANHATTAN,990522.0,213248.0,MOBILE,Unspecified,MANHATTAN,,,,4,,,Mezzanine,40.75199081284663,-73.9773626789589,"(40.75199081284663, -73.9773626789589)"
51187461,07/13/2021 12:07:29 AM,07/13/2021 12:24:22 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11360.0,28-42 203 STREET,203 STREET,28 AVENUE,29 AVENUE,28 AVENUE,29 AVENUE,,BAYSIDE,203 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,07/13/2021 04:24:31 AM,11 QUEENS,4059770198.0,QUEENS,1043066.0,220795.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.772511940344096,-73.78765174649492,"(40.772511940344096, -73.78765174649492)"
51182962,07/13/2021 12:07:33 AM,07/13/2021 01:33:51 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11238.0,520 LINCOLN PLACE,LINCOLN PLACE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,,BROOKLYN,LINCOLN PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2021 05:33:58 AM,08 BROOKLYN,3011810028.0,BROOKLYN,995534.0,184061.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67187448200876,-73.95932195510541,"(40.67187448200876, -73.95932195510541)"
51187779,07/13/2021 12:07:53 AM,07/13/2021 01:00:55 AM,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",07/13/2021 01:00:55 AM,Unspecified MANHATTAN,,MANHATTAN,980550.0,196936.0,MOBILE,Unspecified,MANHATTAN,,,,R,R W Uptown & Queens,,Platform,40.70721981245554,-74.0133453177322,"(40.70721981245554, -74.0133453177322)"
51190854,07/13/2021 12:08:00 AM,07/13/2021 03:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11204.0,112 AVENUE P,AVENUE P,W 11 ST,W 10 ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/13/2021 03:00:00 PM,11 BROOKLYN,3066210001.0,BROOKLYN,988669.0,160637.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.607586706752535,-73.98408514916106,"(40.607586706752535, -73.98408514916106)"
51186383,07/13/2021 12:08:03 AM,,DSNY,Department of Sanitation,Graffiti,Graffiti,,11208.0,651 FOUNTAIN AVENUE,FOUNTAIN AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,The graffiti has been reported. The property owner will be notified that the City will remove the graffiti after 35 days unless the property owner requests to keep the graffiti or remove it himself or herself.,07/13/2021 12:08:03 AM,05 BROOKLYN,3045270120.0,BROOKLYN,1020305.0,181333.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.66432050954276,-73.87003887797184,"(40.664320509542755, -73.87003887797184)"
51184363,07/13/2021 12:08:11 AM,07/13/2021 02:27:03 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456.0,EAST  169 STREET,EAST  169 STREET,EAST  169 STREET,FINDLAY AVENUE,EAST  169 STREET,FINDLAY AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2021 06:27:10 AM,04 BRONX,,BRONX,1008823.0,243401.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83472068188072,-73.91119919107675,"(40.83472068188072, -73.91119919107675)"
51183648,07/13/2021 12:09:30 AM,07/13/2021 01:13:52 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385.0,1727 STANHOPE STREET,STANHOPE STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,,RIDGEWOOD,STANHOPE STREET,,Closed,,The Police Department issued a summons in response to the complaint.,07/13/2021 05:13:58 AM,05 QUEENS,4034280032.0,QUEENS,1007780.0,196507.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.70601179645897,-73.91513251792247,"(40.70601179645897, -73.91513251792247)"
51189845,07/13/2021 12:09:45 AM,07/13/2021 12:37:24 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453.0,1480 POPHAM AVENUE,POPHAM AVENUE,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,,BRONX,POPHAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2021 04:37:28 AM,05 BRONX,2028770211.0,BRONX,1005860.0,248194.0,ONLINE,Unspecified,BRONX,,,,,,,,40.847883810504094,-73.92189129741487,"(40.847883810504094, -73.92189129741487)"
51182221,07/13/2021 12:10:07 AM,07/13/2021 05:05:18 AM,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,The individual was found and outreach assistance was offered.,07/13/2021 05:05:18 AM,Unspecified MANHATTAN,,MANHATTAN,993004.0,230538.0,MOBILE,Unspecified,MANHATTAN,,,,1,1 Uptown & The Bronx,,Platform,40.79944520705474,-73.96838195488034,"(40.79944520705474, -73.96838195488034)"
51187241,07/13/2021 12:10:23 AM,07/13/2021 04:02:12 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421.0,84-15 85 DRIVE,85 DRIVE,FOREST PARKWAY,85 STREET,FOREST PARKWAY,85 STREET,,WOODHAVEN,85 DRIVE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2021 08:02:18 AM,09 QUEENS,4088560135.0,QUEENS,1022743.0,192292.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.69439017967228,-73.8611884650508,"(40.694390179672276, -73.8611884650508)"
51183864,07/13/2021 12:10:30 AM,07/13/2021 12:41:34 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10024.0,520 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   85 STREET,WEST   86 STREET,WEST   85 STREET,WEST   86 STREET,,NEW YORK,COLUMBUS AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2021 04:41:37 AM,07 MANHATTAN,1012160027.0,MANHATTAN,991836.0,225607.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78591202351201,-73.97260615303216,"(40.78591202351201, -73.97260615303216)"
51189886,07/13/2021 12:10:35 AM,07/13/2021 02:10:14 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10456.0,1398 GRAND CONCOURSE,GRAND CONCOURSE,ELLIOT PLACE,EAST  170 STREET,ELLIOT PLACE,EAST  170 STREET,,BRONX,GRAND CONCOURSE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2021 06:10:19 AM,04 BRONX,2028310048.0,BRONX,1008094.0,244823.0,ONLINE,Unspecified,BRONX,,,,,,,,40.838625656495104,-73.91382856184666,"(40.838625656495104, -73.91382856184666)"
51184436,07/13/2021 12:10:45 AM,07/13/2021 12:54:02 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10454.0,400 BROOK AVENUE,BROOK AVENUE,EAST  143 STREET,EAST  144 STREET,EAST  143 STREET,EAST  144 STREET,,BRONX,BROOK AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2021 04:54:07 AM,01 BRONX,2022690100.0,BRONX,1007339.0,235122.0,ONLINE,Unspecified,BRONX,,,,,,,,40.812001188512895,-73.91659048857389,"(40.812001188512895, -73.91659048857389)"
51186271,07/13/2021 12:10:52 AM,07/13/2021 12:59:01 AM,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10467.0,3569 DEKALB AVENUE,DEKALB AVENUE,EAST  212 STREET,EAST  213 STREET,EAST  212 STREET,EAST  213 STREET,,BRONX,DEKALB AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,07/13/2021 04:59:03 AM,07 BRONX,2033290040.0,BRONX,1017714.0,261433.0,MOBILE,Unspecified,BRONX,,,,,,,,40.88418384207384,-73.878979301389,"(40.88418384207384, -73.878979301389)"
51180965,07/13/2021 12:11:00 AM,07/13/2021 05:05:50 AM,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",07/13/2021 05:05:50 AM,Unspecified MANHATTAN,,MANHATTAN,989607.0,217865.0,MOBILE,Unspecified,MANHATTAN,,,,N,N Q R W Uptown & Queens,,Platform,40.76466389895258,-73.98066147906952,"(40.764663898952584, -73.98066147906952)"
51184344,07/13/2021 12:11:19 AM,07/15/2021 10:49:37 AM,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,,,,,,,,,,,,Closed,,"Upon inspection, the reported condition was not found, therefore no action was taken.",07/15/2021 02:49:39 PM,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,Henry Hudson Pkwy/Rt 9A,North/Bronx Bound,Ramp,G Washington Br Cross Bronx Expwy W 178 St (Exit 14),,,
51186858,07/13/2021 12:11:23 AM,07/13/2021 12:47:14 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467.0,711 EAST  220 STREET,EAST  220 STREET,WHITE PLAINS ROAD LINE,BARNES AVENUE,WHITE PLAINS ROAD LINE,BARNES AVENUE,,BRONX,EAST  220 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2021 04:47:17 AM,12 BRONX,2046680045.0,BRONX,1022471.0,261405.0,ONLINE,Unspecified,BRONX,,,,,,,,40.88408767054872,-73.86177606148534,"(40.884087670548716, -73.86177606148534)"
51180227,07/13/2021 12:11:29 AM,07/13/2021 12:35:03 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214.0,2160 84 STREET,84 STREET,21 AVENUE,BAY PARKWAY,21 AVENUE,BAY PARKWAY,,BROOKLYN,84 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,07/13/2021 04:35:07 AM,11 BROOKLYN,3063350029.0,BROOKLYN,986037.0,159203.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60365159116164,-73.99356457070047,"(40.60365159116164, -73.99356457070047)"
