Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51684733,08/31/2021 12:02:14 AM,,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11105.0,20-25 CRESCENT STREET,CRESCENT STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,,ASTORIA,CRESCENT STREET,,In Progress,,,,01 QUEENS,4008700028.0,QUEENS,1008972.0,224119.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.781796540358194,-73.91073175154905,"(40.781796540358194, -73.91073175154905)"
51683176,08/31/2021 12:02:20 AM,08/31/2021 12:37:27 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034.0,584 ACADEMY STREET,ACADEMY STREET,POST AVENUE,SHERMAN AVENUE,POST AVENUE,SHERMAN AVENUE,,NEW YORK,ACADEMY STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/31/2021 04:37:32 AM,12 MANHATTAN,1022200023.0,MANHATTAN,1005421.0,254031.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86390568930256,-73.92345961441495,"(40.86390568930256, -73.92345961441495)"
51692713,08/31/2021 12:03:14 AM,08/31/2021 01:12:58 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234.0,2052 EAST   53 PLACE,EAST   53 PLACE,AVENUE T,AVENUE U,AVENUE T,AVENUE U,,BROOKLYN,EAST   53 PLACE,,Closed,,The Police Department issued a summons in response to the complaint.,08/31/2021 05:13:00 AM,18 BROOKLYN,3085440053.0,BROOKLYN,1005904.0,162069.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61149189592021,-73.92200941762486,"(40.61149189592021, -73.92200941762486)"
51687502,08/31/2021 12:03:19 AM,08/31/2021 05:59:41 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11414.0,156-25 77 STREET,77 STREET,156 AVENUE,157 AVENUE,156 AVENUE,157 AVENUE,,HOWARD BEACH,77 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/31/2021 09:59:47 AM,10 QUEENS,4139407501.0,QUEENS,1024190.0,180300.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.66146848396483,-73.85604144443317,"(40.66146848396483, -73.85604144443317)"
51692745,08/31/2021 12:03:26 AM,08/31/2021 02:06:38 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10035.0,110 EAST  129 STREET,EAST  129 STREET,METRO NORTH-HARLEM/HUDSON LINES,LEXINGTON AVENUE,METRO NORTH-HARLEM/HUDSON LINES,LEXINGTON AVENUE,,NEW YORK,EAST  129 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,08/31/2021 06:06:42 AM,11 MANHATTAN,1017770005.0,MANHATTAN,1001932.0,233354.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80716099661025,-73.93612804199739,"(40.80716099661025, -73.93612804199739)"
51692757,08/31/2021 12:03:59 AM,08/31/2021 05:14:57 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11434.0,165-11 145 ROAD,145 ROAD,ROCKAWAY BOULEVARD,167 STREET,ROCKAWAY BOULEVARD,167 STREET,,JAMAICA,145 ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/31/2021 09:15:02 AM,13 QUEENS,4132800047.0,QUEENS,1046634.0,180888.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.66295272257537,-73.77513980524292,"(40.66295272257537, -73.77513980524292)"
51698952,08/31/2021 12:04:00 AM,08/31/2021 03:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11204.0,2037 72 STREET,72 STREET,20 AVE,21 AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",08/31/2021 03:45:00 AM,11 BROOKLYN,3061850060.0,BROOKLYN,987283.0,162255.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61202836731963,-73.98907604568922,"(40.61202836731963, -73.98907604568922)"
51682932,08/31/2021 12:04:14 AM,08/31/2021 12:17:12 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009.0,140 1 AVENUE,1 AVENUE,ST MARKS PLACE,EAST    9 STREET,ST MARKS PLACE,EAST    9 STREET,,NEW YORK,1 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/31/2021 04:17:16 AM,03 MANHATTAN,1004360002.0,MANHATTAN,988383.0,204453.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.727851981498254,-73.98508830404744,"(40.727851981498254, -73.98508830404744)"
51685734,08/31/2021 12:04:20 AM,08/31/2021 12:57:32 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10474.0,904 BRYANT AVENUE,BRYANT AVENUE,SENECA AVENUE,GARRISON AVENUE,SENECA AVENUE,GARRISON AVENUE,,BRONX,BRYANT AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/31/2021 04:57:35 AM,02 BRONX,2027610158.0,BRONX,1015537.0,238048.0,MOBILE,Unspecified,BRONX,,,,,,,,40.82000700297587,-73.88696142478844,"(40.82000700297587, -73.88696142478844)"
51689455,08/31/2021 12:04:21 AM,08/31/2021 12:31:16 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027.0,2034 7 AVENUE,7 AVENUE,WEST  121 STREET,HERMENA ROWE STREET,WEST  121 STREET,HERMENA ROWE STREET,,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/31/2021 04:31:22 AM,10 MANHATTAN,1019270033.0,MANHATTAN,998113.0,233221.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80680276608416,-73.94992352912801,"(40.806802766084154, -73.94992352912801)"
51683954,08/31/2021 12:04:43 AM,08/31/2021 08:55:27 AM,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10019.0,1330 6 AVENUE,6 AVENUE,WEST 53 STREET,WEST 54 STREET,WEST   53 STREET,WEST   54 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",08/31/2021 08:55:27 AM,05 MANHATTAN,1012690001.0,MANHATTAN,990122.0,216932.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76210272736695,-73.97880316809508,"(40.76210272736695, -73.97880316809508)"
51688190,08/31/2021 12:05:03 AM,08/31/2021 12:31:21 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10031.0,611 WEST  152 STREET,WEST  152 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,,NEW YORK,WEST  152 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/31/2021 04:31:27 AM,09 MANHATTAN,1020990025.0,MANHATTAN,998704.0,242068.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.831084339474536,-73.9477696414747,"(40.831084339474536, -73.9477696414747)"
51684716,08/31/2021 12:05:10 AM,08/31/2021 05:21:05 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10472.0,1235 STRATFORD AVENUE,STRATFORD AVENUE,PELHAM LINE,EAST  172 STREET,PELHAM LINE,EAST  172 STREET,,BRONX,STRATFORD AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/31/2021 09:21:10 AM,09 BRONX,2037760062.0,BRONX,1018625.0,241835.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83038975382235,-73.87578522714726,"(40.83038975382235, -73.87578522714726)"
51684630,08/31/2021 12:05:27 AM,08/31/2021 02:20:02 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11238.0,565 PROSPECT PLACE,PROSPECT PLACE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,,BROOKLYN,PROSPECT PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/31/2021 06:20:07 AM,08 BROOKLYN,3011560070.0,BROOKLYN,995882.0,185349.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67540930181273,-73.95806521641663,"(40.67540930181273, -73.95806521641663)"
51684684,08/31/2021 12:05:29 AM,08/31/2021 01:08:17 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11218.0,333 MCDONALD AVENUE,MCDONALD AVENUE,CATON AVENUE,ALBEMARLE ROAD,CATON AVENUE,ALBEMARLE ROAD,,BROOKLYN,MCDONALD AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/31/2021 05:08:20 AM,12 BROOKLYN,3053240001.0,BROOKLYN,989787.0,174654.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64605979652843,-73.98004721858807,"(40.64605979652843, -73.98004721858807)"
51684568,08/31/2021 12:05:32 AM,08/31/2021 02:25:08 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419.0,95-24 129 STREET,129 STREET,95 AVENUE,97 AVENUE,95 AVENUE,97 AVENUE,,SOUTH RICHMOND HILL,129 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,08/31/2021 06:25:12 AM,09 QUEENS,4094700017.0,QUEENS,1034348.0,192309.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.69437875570092,-73.81933907188821,"(40.69437875570092, -73.81933907188821)"
51686116,08/31/2021 12:05:35 AM,08/31/2021 02:12:36 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453.0,2255 CRESTON AVENUE,CRESTON AVENUE,EAST  182 STREET,EAST  183 STREET,EAST  182 STREET,EAST  183 STREET,,BRONX,CRESTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/31/2021 06:12:40 AM,05 BRONX,2031710034.0,BRONX,1011518.0,251510.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85696957961375,-73.901427152757,"(40.85696957961375, -73.901427152757)"
51687403,08/31/2021 12:05:44 AM,08/31/2021 01:13:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11213.0,18 KINGSTON AVENUE,KINGSTON AVENUE,FULTON STREET,HERKIMER STREET,FULTON STREET,HERKIMER STREET,,BROOKLYN,KINGSTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/31/2021 05:13:44 AM,03 BROOKLYN,,BROOKLYN,1000530.0,186648.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67896743499933,-73.94130547399003,"(40.67896743499933, -73.94130547399003)"
51690805,08/31/2021 12:06:04 AM,08/31/2021 12:38:03 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033.0,579 WEST  177 STREET,WEST  177 STREET,SGT JOSE ENRIQUE ULLOA WAY,ST NICHOLAS AVENUE,SGT JOSE ENRIQUE ULLOA WAY,ST NICHOLAS AVENUE,,NEW YORK,WEST  177 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/31/2021 04:38:07 AM,12 MANHATTAN,1021330086.0,MANHATTAN,1002220.0,247685.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84649491406042,-73.93504932802512,"(40.84649491406042, -73.93504932802512)"
51690204,08/31/2021 12:06:12 AM,,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11105.0,20-52 20 STREET,20 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,,ASTORIA,20 STREET,,In Progress,,,,01 QUEENS,4008930007.0,QUEENS,1007987.0,224791.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.78364370120655,-73.91428609460091,"(40.78364370120655, -73.91428609460091)"
51684346,08/31/2021 12:06:14 AM,08/31/2021 12:28:20 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10023.0,COLUMBUS AVENUE,COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   66 STREET,COLUMBUS AVENUE,WEST   66 STREET,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/31/2021 04:28:24 AM,07 MANHATTAN,,MANHATTAN,989354.0,221121.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77360092184527,-73.98157232460876,"(40.773600921845265, -73.98157232460876)"
51690084,08/31/2021 12:06:32 AM,08/31/2021 01:37:36 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11373.0,93-07 50 AVENUE,50 AVENUE,93 STREET,94 STREET,93 STREET,94 STREET,,ELMHURST,50 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/31/2021 05:37:39 AM,04 QUEENS,4018650032.0,QUEENS,1020108.0,209272.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74100722045268,-73.87060020289036,"(40.74100722045268, -73.87060020289036)"
51699051,08/31/2021 12:07:00 AM,08/31/2021 06:22:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10023.0,,,,,COLUMBUS AVENUE,WEST 66 STREET,INTERSECTION,NEW YORK,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,08/31/2021 06:22:00 AM,07 MANHATTAN,,MANHATTAN,989354.0,221121.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77360092184527,-73.98157232460876,"(40.773600921845265, -73.98157232460876)"
51686796,08/31/2021 12:07:03 AM,08/31/2021 12:53:51 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10454.0,400 BROOK AVENUE,BROOK AVENUE,EAST  143 STREET,EAST  144 STREET,EAST  143 STREET,EAST  144 STREET,,BRONX,BROOK AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,08/31/2021 04:53:55 AM,01 BRONX,2022690100.0,BRONX,1007339.0,235122.0,ONLINE,Unspecified,BRONX,,,,,,,,40.812001188512895,-73.91659048857389,"(40.812001188512895, -73.91659048857389)"
51683978,08/31/2021 12:07:09 AM,08/31/2021 01:11:28 AM,NYPD,New York City Police Department,Encampment,,Park/Playground,11203.0,461 WINTHROP STREET,WINTHROP STREET,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,,BROOKLYN,WINTHROP STREET,,Closed,,The Police Department visited the location and no Encampment was found.,08/31/2021 05:11:30 AM,09 BROOKLYN,3048110202.0,BROOKLYN,999646.0,178818.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65747741642197,-73.94451045384949,"(40.65747741642197, -73.94451045384949)"
51684214,08/31/2021 12:07:25 AM,08/31/2021 12:32:25 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10454.0,317 ALEXANDER AVENUE,ALEXANDER AVENUE,EAST  140 STREET,EAST  141 STREET,EAST  140 STREET,EAST  141 STREET,,BRONX,ALEXANDER AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/31/2021 04:32:29 AM,01 BRONX,2023150012.0,BRONX,1005324.0,235047.0,ONLINE,Unspecified,BRONX,,,,,,,,40.811800370883205,-73.92386995124593,"(40.811800370883205, -73.92386995124593)"
51685989,08/31/2021 12:07:30 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,10302.0,40 LAFORGE AVENUE,LAFORGE AVENUE,PORT RICHMOND AVENUE,LAFORGE PLACE,PORT RICHMOND AVENUE,LAFORGE PLACE,,STATEN ISLAND,LAFORGE AVENUE,,In Progress,,,,01 STATEN ISLAND,5011030006.0,STATEN ISLAND,945379.0,169224.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.63107205263004,-74.14004166697293,"(40.63107205263004, -74.14004166697293)"
51690213,08/31/2021 12:07:31 AM,08/31/2021 07:33:48 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11369.0,32-56 110 STREET,110 STREET,ASTORIA BOULEVARD,NORTHERN BOULEVARD,ASTORIA BOULEVARD,NORTHERN BOULEVARD,,EAST ELMHURST,110 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,08/31/2021 11:33:55 AM,03 QUEENS,4017030118.0,QUEENS,1023003.0,215774.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75884133540779,-73.86011564252422,"(40.75884133540779, -73.86011564252422)"
51686829,08/31/2021 12:07:45 AM,08/31/2021 12:24:33 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10314.0,235 WESTWOOD AVENUE,WESTWOOD AVENUE,LA GUARDIA AVENUE,FRANKLIN PLACE,LA GUARDIA AVENUE,FRANKLIN PLACE,,STATEN ISLAND,WESTWOOD AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/31/2021 04:24:36 AM,02 STATEN ISLAND,5007060001.0,STATEN ISLAND,951335.0,160293.0,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.60658246963102,-74.1185403015969,"(40.60658246963102, -74.1185403015969)"
51691419,08/31/2021 12:07:46 AM,08/31/2021 01:05:26 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463.0,111 WEST  231 STREET,WEST  231 STREET,RESERVOIR AVENUE,BERKWIT TERRACE,RESERVOIR AVENUE,BERKWIT TERRACE,,BRONX,WEST  231 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,08/31/2021 05:05:33 AM,08 BRONX,2032530239.0,BRONX,1011647.0,258383.0,PHONE,Unspecified,BRONX,,,,,,,,40.87583346497319,-73.90093272380996,"(40.87583346497319, -73.90093272380996)"
51690092,08/31/2021 12:07:54 AM,08/31/2021 08:01:56 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10457.0,1841 CARTER AVENUE,CARTER AVENUE,EAST  175 STREET,EAST  176 STREET,EAST  175 STREET,EAST  176 STREET,,BRONX,CARTER AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/31/2021 12:02:01 PM,05 BRONX,2028920049.0,BRONX,1011282.0,247748.0,ONLINE,Unspecified,BRONX,,,,,,,,40.84664473813887,-73.9022954522807,"(40.84664473813887, -73.9022954522807)"
51690196,08/31/2021 12:07:59 AM,08/31/2021 03:24:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458.0,334 EAST  187 STREET,EAST  187 STREET,ELM PLACE,MARION AVENUE,ELM PLACE,MARION AVENUE,,BRONX,EAST  187 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,08/31/2021 07:24:17 AM,05 BRONX,2030220024.0,BRONX,1013254.0,252467.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85959072328178,-73.89514743950944,"(40.859590723281784, -73.89514743950944)"
51686138,08/31/2021 12:08:03 AM,08/31/2021 01:59:40 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373.0,83-45 BROADWAY,BROADWAY,DONGAN AVENUE,ST JAMES AVENUE,DONGAN AVENUE,ST JAMES AVENUE,,ELMHURST,BROADWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/31/2021 05:59:45 AM,04 QUEENS,4015810001.0,QUEENS,1017847.0,208967.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.74017895048148,-73.8787609251641,"(40.74017895048148, -73.8787609251641)"
